Id,Category
2542,car
2543,ship
2544,deer
2545,bird
2546,deer
2547,ship
2548,bird
2549,plane
2550,frog
2551,deer
2552,deer
2553,truck
2554,ship
2555,deer
2556,horse
2557,frog
2558,bird
2559,deer
2560,horse
2561,dog
2562,frog
2563,deer
2564,bird
2565,bird
2566,dog
2567,bird
2568,bird
2569,dog
2570,plane
2571,bird
2572,truck
2573,frog
2574,dog
2575,ship
2576,dog
2577,bird
2578,deer
2579,ship
2580,ship
2581,frog
2582,frog
2583,dog
2584,horse
2585,frog
2586,dog
2587,bird
2588,plane
2589,deer
2590,plane
2591,deer
2592,ship
2593,deer
2594,ship
2595,plane
2596,deer
2597,cat
2598,bird
2599,cat
2600,dog
2601,ship
2602,car
2603,frog
2604,bird
2605,ship
2606,deer
2607,dog
2608,car
2609,deer
2610,dog
2611,bird
2612,deer
2613,dog
2614,frog
2615,plane
2616,horse
2617,car
2618,bird
2619,dog
2620,horse
2621,car
2622,ship
2623,plane
2624,deer
2625,dog
2626,bird
2627,horse
2628,horse
2629,plane
2630,bird
2631,frog
2632,deer
2633,dog
2634,cat
2635,car
2636,deer
2637,car
2638,frog
2639,bird
2640,frog
2641,horse
2642,deer
2643,bird
2644,deer
2645,ship
2646,car
2647,bird
2648,car
2649,deer
2650,frog
2651,dog
2652,dog
2653,horse
2654,deer
2655,dog
2656,deer
2657,truck
2658,horse
2659,horse
2660,bird
2661,dog
2662,dog
2663,bird
2664,horse
2665,deer
2666,car
2667,frog
2668,car
2669,plane
2670,frog
2671,truck
2672,frog
2673,plane
2674,deer
2675,plane
2676,bird
2677,frog
2678,horse
2679,plane
2680,plane
2681,plane
2682,bird
2683,horse
2684,dog
2685,dog
2686,deer
2687,horse
2688,ship
2689,dog
2690,dog
2691,frog
2692,bird
2693,ship
2694,truck
2695,car
2696,bird
2697,bird
2698,plane
2699,cat
2700,deer
2701,car
2702,plane
2703,frog
2704,truck
2705,cat
2706,plane
2707,dog
2708,frog
2709,deer
2710,frog
2711,horse
2712,dog
2713,car
2714,ship
2715,truck
2716,plane
2717,bird
2718,plane
2719,dog
2720,bird
2721,cat
2722,plane
2723,deer
2724,bird
2725,plane
2726,ship
2727,dog
2728,truck
2729,bird
2730,plane
2731,frog
2732,dog
2733,horse
2734,horse
2735,horse
2736,bird
2737,ship
2738,plane
2739,deer
2740,bird
2741,car
2742,frog
2743,bird
2744,truck
2745,truck
2746,ship
2747,bird
2748,cat
2749,car
2750,plane
2751,dog
2752,bird
2753,dog
2754,horse
2755,truck
2756,horse
2757,dog
2758,car
2759,car
2760,frog
2761,bird
2762,horse
2763,deer
2764,deer
2765,car
2766,truck
2767,deer
2768,bird
2769,dog
2770,car
2771,bird
2772,horse
2773,frog
2774,car
2775,bird
2776,cat
2777,horse
2778,dog
2779,deer
2780,bird
2781,horse
2782,plane
2783,bird
2784,plane
2785,car
2786,bird
2787,deer
2788,cat
2789,horse
2790,truck
2791,ship
2792,horse
2793,plane
2794,truck
2795,plane
2796,frog
2797,horse
2798,frog
2799,dog
2800,ship
2801,deer
2802,dog
2803,frog
2804,dog
2805,dog
2806,deer
2807,bird
2808,truck
2809,bird
2810,deer
2811,horse
2812,bird
2813,plane
2814,car
2815,car
2816,cat
2817,horse
2818,truck
2819,dog
2820,car
2821,frog
2822,plane
2823,dog
2824,cat
2825,horse
2826,frog
2827,deer
2828,dog
2829,bird
2830,frog
2831,frog
2832,cat
2833,dog
2834,plane
2835,deer
2836,cat
2837,dog
2838,ship
2839,car
2840,bird
2841,bird
2842,bird
2843,horse
2844,plane
2845,bird
2846,dog
2847,frog
2848,plane
2849,frog
2850,bird
2851,dog
2852,deer
2853,bird
2854,truck
2855,horse
2856,bird
2857,bird
2858,plane
2859,horse
2860,horse
2861,dog
2862,dog
2863,frog
2864,frog
2865,dog
2866,frog
2867,truck
2868,horse
2869,car
2870,deer
2871,ship
2872,cat
2873,car
2874,truck
2875,plane
2876,car
2877,truck
2878,plane
2879,cat
2880,plane
2881,deer
2882,horse
2883,horse
2884,bird
2885,frog
2886,dog
2887,frog
2888,truck
2889,horse
2890,horse
2891,dog
2892,horse
2893,plane
2894,ship
2895,frog
2896,dog
2897,ship
2898,cat
2899,ship
2900,truck
2901,bird
2902,bird
2903,truck
2904,bird
2905,horse
2906,deer
2907,car
2908,truck
2909,horse
2910,plane
2911,plane
2912,car
2913,bird
2914,plane
2915,frog
2916,dog
2917,car
2918,deer
2919,bird
2920,ship
2921,bird
2922,ship
2923,cat
2924,horse
2925,car
2926,deer
2927,truck
2928,ship
2929,car
2930,car
2931,horse
2932,truck
2933,truck
2934,deer
2935,frog
2936,ship
2937,dog
2938,dog
2939,bird
2940,bird
2941,plane
2942,ship
2943,dog
2944,car
2945,truck
2946,horse
2947,truck
2948,car
2949,plane
2950,cat
2951,car
2952,plane
2953,dog
2954,ship
2955,truck
2956,horse
2957,plane
2958,bird
2959,ship
2960,plane
2961,plane
2962,deer
2963,ship
2964,cat
2965,plane
2966,horse
2967,plane
2968,horse
2969,plane
2970,dog
2971,cat
2972,deer
2973,cat
2974,plane
2975,truck
2976,bird
2977,plane
2978,frog
2979,horse
2980,plane
2981,ship
2982,deer
2983,deer
2984,dog
2985,bird
2986,bird
2987,ship
2988,deer
2989,dog
2990,dog
2991,deer
2992,cat
2993,deer
2994,plane
2995,ship
2996,deer
2997,frog
2998,bird
2999,dog
3000,frog
3001,dog
3002,car
3003,horse
3004,bird
3005,deer
3006,plane
3007,dog
3008,frog
3009,ship
3010,horse
3011,frog
3012,dog
3013,car
3014,horse
3015,frog
3016,frog
3017,bird
3018,dog
3019,dog
3020,dog
3021,car
3022,ship
3023,horse
3024,cat
3025,plane
3026,frog
3027,dog
3028,car
3029,car
3030,car
3031,frog
3032,horse
3033,frog
3034,car
3035,bird
3036,dog
3037,truck
3038,ship
3039,cat
3040,car
3041,horse
3042,deer
3043,ship
3044,deer
3045,horse
3046,dog
3047,ship
3048,frog
3049,plane
3050,cat
3051,plane
3052,bird
3053,bird
3054,deer
3055,deer
3056,truck
3057,deer
3058,frog
3059,car
3060,plane
3061,horse
3062,horse
3063,truck
3064,plane
3065,car
3066,bird
3067,car
3068,cat
3069,plane
3070,deer
3071,plane
3072,horse
3073,frog
3074,dog
3075,car
3076,cat
3077,bird
3078,car
3079,ship
3080,ship
3081,car
3082,truck
3083,horse
3084,cat
3085,deer
3086,bird
3087,truck
3088,plane
3089,frog
3090,ship
3091,deer
3092,car
3093,dog
3094,horse
3095,plane
3096,frog
3097,horse
3098,plane
3099,deer
3100,truck
3101,plane
3102,horse
3103,plane
3104,frog
3105,horse
3106,car
3107,ship
3108,dog
3109,ship
3110,ship
3111,dog
3112,plane
3113,plane
3114,frog
3115,bird
3116,dog
3117,horse
3118,plane
3119,frog
3120,deer
3121,bird
3122,truck
3123,car
3124,ship
3125,frog
3126,cat
3127,truck
3128,deer
3129,truck
3130,cat
3131,dog
3132,horse
3133,dog
3134,truck
3135,horse
3136,dog
3137,deer
3138,dog
3139,ship
3140,bird
3141,ship
3142,truck
3143,dog
3144,cat
3145,car
3146,truck
3147,bird
3148,bird
3149,deer
3150,car
3151,truck
3152,plane
3153,car
3154,car
3155,truck
3156,ship
3157,truck
3158,truck
3159,plane
3160,bird
3161,bird
3162,truck
3163,car
3164,truck
3165,bird
3166,car
3167,car
3168,bird
3169,dog
3170,truck
3171,horse
3172,car
3173,truck
3174,car
3175,bird
3176,car
3177,horse
3178,bird
3179,dog
3180,frog
3181,frog
3182,truck
3183,ship
3184,dog
3185,plane
3186,bird
3187,horse
3188,horse
3189,deer
3190,ship
3191,dog
3192,plane
3193,deer
3194,deer
3195,dog
3196,dog
3197,horse
3198,frog
3199,frog
3200,frog
3201,dog
3202,frog
3203,dog
3204,deer
3205,cat
3206,ship
3207,bird
3208,bird
3209,truck
3210,dog
3211,truck
3212,truck
3213,frog
3214,truck
3215,frog
3216,car
3217,bird
3218,horse
3219,bird
3220,frog
3221,truck
3222,dog
3223,deer
3224,horse
3225,frog
3226,truck
3227,plane
3228,bird
3229,cat
3230,truck
3231,dog
3232,cat
3233,horse
3234,ship
3235,cat
3236,dog
3237,dog
3238,car
3239,frog
3240,car
3241,plane
3242,horse
3243,bird
3244,ship
3245,horse
3246,horse
3247,car
3248,dog
3249,plane
3250,cat
3251,bird
3252,dog
3253,deer
3254,bird
3255,cat
3256,dog
3257,deer
3258,horse
3259,plane
3260,cat
3261,horse
3262,plane
3263,bird
3264,car
3265,plane
3266,ship
3267,horse
3268,dog
3269,dog
3270,horse
3271,ship
3272,dog
3273,horse
3274,ship
3275,car
3276,horse
3277,deer
3278,horse
3279,plane
3280,ship
3281,cat
3282,bird
3283,truck
3284,horse
3285,cat
3286,car
3287,frog
3288,dog
3289,truck
3290,ship
3291,dog
3292,dog
3293,deer
3294,car
3295,plane
3296,truck
3297,deer
3298,horse
3299,cat
3300,deer
3301,deer
3302,plane
3303,plane
3304,ship
3305,bird
3306,truck
3307,deer
3308,truck
3309,horse
3310,horse
3311,frog
3312,horse
3313,dog
3314,bird
3315,car
3316,dog
3317,horse
3318,horse
3319,ship
3320,bird
3321,horse
3322,bird
3323,bird
3324,dog
3325,frog
3326,frog
3327,deer
3328,dog
3329,bird
3330,dog
3331,horse
3332,ship
3333,horse
3334,bird
3335,dog
3336,plane
3337,plane
3338,horse
3339,plane
3340,dog
3341,frog
3342,car
3343,deer
3344,horse
3345,truck
3346,horse
3347,deer
3348,truck
3349,car
3350,bird
3351,ship
3352,car
3353,bird
3354,cat
3355,plane
3356,dog
3357,deer
3358,bird
3359,truck
3360,horse
3361,deer
3362,dog
3363,car
3364,bird
3365,deer
3366,truck
3367,ship
3368,horse
3369,truck
3370,cat
3371,car
3372,bird
3373,car
3374,frog
3375,frog
3376,deer
3377,dog
3378,horse
3379,horse
3380,dog
3381,ship
3382,dog
3383,deer
3384,ship
3385,horse
3386,ship
3387,bird
3388,dog
3389,frog
3390,car
3391,dog
3392,bird
3393,truck
3394,dog
3395,car
3396,truck
3397,plane
3398,truck
3399,plane
3400,plane
3401,frog
3402,bird
3403,deer
3404,ship
3405,dog
3406,horse
3407,frog
3408,car
3409,frog
3410,truck
3411,deer
3412,dog
3413,plane
3414,dog
3415,horse
3416,horse
3417,bird
3418,bird
3419,car
3420,deer
3421,dog
3422,plane
3423,bird
3424,ship
3425,dog
3426,plane
3427,plane
3428,frog
3429,dog
3430,plane
3431,ship
3432,deer
3433,dog
3434,horse
3435,dog
3436,frog
3437,deer
3438,horse
3439,truck
3440,deer
3441,cat
3442,plane
3443,frog
3444,bird
3445,plane
3446,plane
3447,dog
3448,deer
3449,frog
3450,car
3451,car
3452,dog
3453,cat
3454,bird
3455,bird
3456,dog
3457,cat
3458,deer
3459,dog
3460,bird
3461,car
3462,dog
3463,horse
3464,dog
3465,truck
3466,frog
3467,dog
3468,plane
3469,bird
3470,truck
3471,horse
3472,car
3473,horse
3474,bird
3475,bird
3476,plane
3477,ship
3478,frog
3479,deer
3480,horse
3481,bird
3482,horse
3483,horse
3484,plane
3485,deer
3486,car
3487,frog
3488,dog
3489,car
3490,dog
3491,plane
3492,dog
3493,truck
3494,plane
3495,dog
3496,horse
3497,plane
3498,plane
3499,deer
3500,plane
3501,car
3502,car
3503,ship
3504,deer
3505,truck
3506,horse
3507,bird
3508,deer
3509,cat
3510,cat
3511,deer
3512,plane
3513,deer
3514,frog
3515,dog
3516,ship
3517,truck
3518,car
3519,dog
3520,ship
3521,car
3522,ship
3523,bird
3524,bird
3525,horse
3526,bird
3527,deer
3528,car
3529,car
3530,frog
3531,frog
3532,truck
3533,dog
3534,bird
3535,bird
3536,dog
3537,plane
3538,ship
3539,bird
3540,dog
3541,frog
3542,bird
3543,truck
3544,frog
3545,car
3546,deer
3547,dog
3548,truck
3549,plane
3550,car
3551,deer
3552,plane
3553,ship
3554,car
3555,car
3556,frog
3557,frog
3558,bird
3559,dog
3560,deer
3561,car
3562,horse
3563,ship
3564,frog
3565,truck
3566,car
3567,horse
3568,frog
3569,plane
3570,frog
3571,dog
3572,dog
3573,frog
3574,bird
3575,dog
3576,horse
3577,deer
3578,car
3579,horse
3580,car
3581,deer
3582,deer
3583,frog
3584,car
3585,dog
3586,ship
3587,ship
3588,plane
3589,frog
3590,horse
3591,horse
3592,frog
3593,horse
3594,bird
3595,dog
3596,bird
3597,deer
3598,frog
3599,bird
3600,horse
3601,bird
3602,plane
3603,cat
3604,cat
3605,bird
3606,deer
3607,cat
3608,bird
3609,truck
3610,truck
3611,dog
3612,car
3613,car
3614,dog
3615,dog
3616,bird
3617,deer
3618,cat
3619,bird
3620,car
3621,plane
3622,deer
3623,cat
3624,dog
3625,deer
3626,ship
3627,truck
3628,cat
3629,cat
3630,car
3631,ship
3632,plane
3633,car
3634,cat
3635,cat
3636,deer
3637,deer
3638,frog
3639,car
3640,horse
3641,bird
3642,ship
3643,car
3644,ship
3645,truck
3646,truck
3647,cat
3648,car
3649,horse
3650,cat
3651,plane
3652,plane
3653,bird
3654,plane
3655,dog
3656,truck
3657,bird
3658,horse
3659,deer
3660,frog
3661,plane
3662,car
3663,frog
3664,car
3665,frog
3666,horse
3667,dog
3668,dog
3669,bird
3670,horse
3671,truck
3672,deer
3673,plane
3674,bird
3675,cat
3676,deer
3677,car
3678,deer
3679,car
3680,plane
3681,plane
3682,bird
3683,cat
3684,horse
3685,truck
3686,bird
3687,ship
3688,truck
3689,horse
3690,horse
3691,truck
3692,car
3693,deer
3694,bird
3695,bird
3696,ship
3697,bird
3698,deer
3699,ship
3700,truck
3701,dog
3702,car
3703,car
3704,frog
3705,dog
3706,ship
3707,deer
3708,frog
3709,deer
3710,dog
3711,bird
3712,deer
3713,deer
3714,bird
3715,cat
3716,frog
3717,cat
3718,frog
3719,ship
3720,dog
3721,bird
3722,bird
3723,horse
3724,car
3725,horse
3726,bird
3727,dog
3728,truck
3729,bird
3730,ship
3731,car
3732,frog
3733,truck
3734,dog
3735,horse
3736,dog
3737,bird
3738,bird
3739,truck
3740,horse
3741,plane
3742,bird
3743,truck
3744,cat
3745,deer
3746,car
3747,horse
3748,truck
3749,dog
3750,ship
3751,truck
3752,horse
3753,dog
3754,bird
3755,plane
3756,truck
3757,horse
3758,plane
3759,bird
3760,deer
3761,horse
3762,plane
3763,car
3764,ship
3765,car
3766,plane
3767,deer
3768,frog
3769,car
3770,truck
3771,truck
3772,plane
3773,car
3774,dog
3775,dog
3776,frog
3777,truck
3778,horse
3779,horse
3780,bird
3781,deer
3782,bird
3783,plane
3784,bird
3785,dog
3786,bird
3787,horse
3788,frog
3789,horse
3790,car
3791,deer
3792,bird
3793,plane
3794,frog
3795,car
3796,horse
3797,dog
3798,frog
3799,dog
3800,horse
3801,truck
3802,plane
3803,horse
3804,ship
3805,dog
3806,truck
3807,dog
3808,ship
3809,dog
3810,deer
3811,dog
3812,horse
3813,truck
3814,ship
3815,car
3816,bird
3817,deer
3818,ship
3819,truck
3820,dog
3821,plane
3822,frog
3823,horse
3824,plane
3825,bird
3826,plane
3827,car
3828,cat
3829,plane
3830,ship
3831,dog
3832,dog
3833,horse
3834,truck
3835,ship
3836,dog
3837,horse
3838,truck
3839,car
3840,dog
3841,frog
3842,truck
3843,ship
3844,horse
3845,bird
3846,plane
3847,car
3848,plane
3849,ship
3850,dog
3851,car
3852,deer
3853,bird
3854,dog
3855,ship
3856,car
3857,truck
3858,car
3859,ship
3860,frog
3861,horse
3862,frog
3863,deer
3864,bird
3865,frog
3866,horse
3867,plane
3868,dog
3869,deer
3870,ship
3871,ship
3872,ship
3873,dog
3874,truck
3875,frog
3876,horse
3877,horse
3878,deer
3879,dog
3880,horse
3881,frog
3882,horse
3883,car
3884,horse
3885,cat
3886,frog
3887,ship
3888,dog
3889,frog
3890,frog
3891,horse
3892,car
3893,frog
3894,truck
3895,horse
3896,car
3897,bird
3898,plane
3899,car
3900,bird
3901,frog
3902,bird
3903,truck
3904,plane
3905,car
3906,bird
3907,dog
3908,horse
3909,bird
3910,dog
3911,deer
3912,truck
3913,ship
3914,deer
3915,deer
3916,deer
3917,truck
3918,dog
3919,frog
3920,horse
3921,horse
3922,car
3923,bird
3924,deer
3925,dog
3926,car
3927,truck
3928,bird
3929,bird
3930,dog
3931,car
3932,dog
3933,frog
3934,frog
3935,bird
3936,deer
3937,frog
3938,ship
3939,ship
3940,truck
3941,frog
3942,frog
3943,car
3944,plane
3945,horse
3946,dog
3947,ship
3948,bird
3949,car
3950,dog
3951,ship
3952,car
3953,deer
3954,bird
3955,dog
3956,plane
3957,bird
3958,plane
3959,truck
3960,dog
3961,bird
3962,ship
3963,horse
3964,dog
3965,truck
3966,plane
3967,deer
3968,deer
3969,ship
3970,bird
3971,truck
3972,plane
3973,horse
3974,truck
3975,ship
3976,horse
3977,car
3978,frog
3979,bird
3980,car
3981,bird
3982,dog
3983,truck
3984,horse
3985,frog
3986,horse
3987,horse
3988,car
3989,car
3990,bird
3991,deer
3992,bird
3993,plane
3994,frog
3995,ship
3996,cat
3997,bird
3998,deer
3999,bird
4000,truck
4001,deer
4002,bird
4003,deer
4004,plane
4005,plane
4006,frog
4007,ship
4008,frog
4009,ship
4010,bird
4011,horse
4012,horse
4013,horse
4014,car
4015,ship
4016,car
4017,frog
4018,dog
4019,truck
4020,horse
4021,ship
4022,truck
4023,frog
4024,dog
4025,ship
4026,car
4027,truck
4028,deer
4029,plane
4030,deer
4031,car
4032,deer
4033,dog
4034,frog
4035,bird
4036,bird
4037,plane
4038,plane
4039,truck
4040,horse
4041,plane
4042,horse
4043,dog
4044,cat
4045,frog
4046,horse
4047,horse
4048,deer
4049,dog
4050,deer
4051,cat
4052,dog
4053,dog
4054,deer
4055,plane
4056,plane
4057,plane
4058,horse
4059,bird
4060,car
4061,frog
4062,dog
4063,plane
4064,horse
4065,horse
4066,deer
4067,bird
4068,car
4069,ship
4070,dog
4071,truck
4072,bird
4073,dog
4074,frog
4075,bird
4076,bird
4077,horse
4078,dog
4079,bird
4080,ship
4081,car
4082,plane
4083,frog
4084,ship
4085,horse
4086,ship
4087,ship
4088,dog
4089,horse
4090,bird
4091,deer
4092,truck
4093,horse
4094,dog
4095,dog
4096,ship
4097,ship
4098,deer
4099,truck
4100,deer
4101,horse
4102,deer
4103,plane
4104,ship
4105,plane
4106,horse
4107,plane
4108,dog
4109,bird
4110,dog
4111,bird
4112,deer
4113,dog
4114,plane
4115,bird
4116,ship
4117,bird
4118,deer
4119,bird
4120,frog
4121,deer
4122,dog
4123,frog
4124,plane
4125,ship
4126,bird
4127,plane
4128,frog
4129,car
4130,car
4131,frog
4132,car
4133,deer
4134,bird
4135,car
4136,dog
4137,bird
4138,cat
4139,deer
4140,deer
4141,bird
4142,ship
4143,ship
4144,dog
4145,car
4146,ship
4147,bird
4148,bird
4149,bird
4150,truck
4151,frog
4152,frog
4153,dog
4154,plane
4155,horse
4156,cat
4157,cat
4158,bird
4159,horse
4160,deer
4161,dog
4162,frog
4163,plane
4164,frog
4165,car
4166,ship
4167,car
4168,plane
4169,truck
4170,dog
4171,car
4172,plane
4173,dog
4174,deer
4175,bird
4176,horse
4177,cat
4178,frog
4179,horse
4180,frog
4181,plane
4182,plane
4183,dog
4184,horse
4185,deer
4186,horse
4187,horse
4188,deer
4189,frog
4190,car
4191,horse
4192,truck
4193,plane
4194,plane
4195,plane
4196,dog
4197,ship
4198,deer
4199,plane
4200,ship
4201,deer
4202,car
4203,plane
4204,bird
4205,frog
4206,deer
4207,car
4208,car
4209,bird
4210,horse
4211,dog
4212,deer
4213,car
4214,deer
4215,horse
4216,car
4217,plane
4218,plane
4219,truck
4220,plane
4221,dog
4222,bird
4223,ship
4224,plane
4225,dog
4226,dog
4227,plane
4228,deer
4229,plane
4230,ship
4231,frog
4232,bird
4233,dog
4234,truck
4235,bird
4236,truck
4237,car
4238,car
4239,dog
4240,deer
4241,horse
4242,bird
4243,ship
4244,frog
4245,dog
4246,car
4247,dog
4248,horse
4249,cat
4250,deer
4251,frog
4252,car
4253,truck
4254,truck
4255,ship
4256,truck
4257,ship
4258,frog
4259,ship
4260,dog
4261,ship
4262,truck
4263,deer
4264,frog
4265,deer
4266,frog
4267,dog
4268,horse
4269,deer
4270,plane
4271,plane
4272,car
4273,horse
4274,dog
4275,car
4276,dog
4277,dog
4278,dog
4279,car
4280,frog
4281,plane
4282,bird
4283,dog
4284,frog
4285,truck
4286,car
4287,plane
4288,cat
4289,car
4290,horse
4291,bird
4292,frog
4293,car
4294,truck
4295,plane
4296,plane
4297,ship
4298,truck
4299,truck
4300,plane
4301,ship
4302,bird
4303,dog
4304,dog
4305,frog
4306,plane
4307,dog
4308,bird
4309,plane
4310,bird
4311,horse
4312,horse
4313,bird
4314,plane
4315,car
4316,frog
4317,ship
4318,ship
4319,car
4320,bird
4321,truck
4322,dog
4323,deer
4324,dog
4325,truck
4326,frog
4327,horse
4328,car
4329,plane
4330,frog
4331,truck
4332,horse
4333,horse
4334,horse
4335,horse
4336,cat
4337,truck
4338,car
4339,truck
4340,horse
4341,plane
4342,car
4343,cat
4344,dog
4345,deer
4346,bird
4347,cat
4348,ship
4349,ship
4350,plane
4351,deer
4352,ship
4353,dog
4354,frog
4355,horse
4356,cat
4357,plane
4358,bird
4359,dog
4360,bird
4361,frog
4362,ship
4363,deer
4364,truck
4365,truck
4366,truck
4367,bird
4368,cat
4369,deer
4370,bird
4371,ship
4372,car
4373,car
4374,plane
4375,plane
4376,cat
4377,bird
4378,deer
4379,car
4380,car
4381,truck
4382,horse
4383,horse
4384,deer
4385,frog
4386,ship
4387,bird
4388,plane
4389,bird
4390,ship
4391,dog
4392,dog
4393,dog
4394,cat
4395,dog
4396,horse
4397,truck
4398,ship
4399,horse
4400,deer
4401,cat
4402,car
4403,deer
4404,ship
4405,deer
4406,frog
4407,dog
4408,cat
4409,car
4410,ship
4411,truck
4412,dog
4413,horse
4414,frog
4415,bird
4416,plane
4417,bird
4418,truck
4419,truck
4420,plane
4421,dog
4422,bird
4423,cat
4424,bird
4425,car
4426,car
4427,plane
4428,bird
4429,ship
4430,bird
4431,car
4432,car
4433,horse
4434,dog
4435,bird
4436,dog
4437,deer
4438,car
4439,bird
4440,frog
4441,bird
4442,car
4443,plane
4444,deer
4445,ship
4446,truck
4447,plane
4448,plane
4449,bird
4450,truck
4451,plane
4452,bird
4453,bird
4454,plane
4455,frog
4456,ship
4457,horse
4458,dog
4459,bird
4460,ship
4461,truck
4462,plane
4463,bird
4464,dog
4465,cat
4466,frog
4467,car
4468,cat
4469,ship
4470,dog
4471,plane
4472,dog
4473,deer
4474,deer
4475,plane
4476,car
4477,dog
4478,bird
4479,car
4480,horse
4481,truck
4482,truck
4483,frog
4484,bird
4485,deer
4486,horse
4487,ship
4488,dog
4489,deer
4490,horse
4491,bird
4492,bird
4493,ship
4494,deer
4495,ship
4496,dog
4497,ship
4498,ship
4499,ship
4500,frog
4501,dog
4502,dog
4503,horse
4504,deer
4505,dog
4506,deer
4507,car
4508,dog
4509,truck
4510,dog
4511,plane
4512,frog
4513,ship
4514,cat
4515,truck
4516,plane
4517,truck
4518,ship
4519,truck
4520,frog
4521,cat
4522,truck
4523,bird
4524,deer
4525,deer
4526,plane
4527,dog
4528,dog
4529,dog
4530,deer
4531,cat
4532,car
4533,car
4534,ship
4535,bird
4536,bird
4537,car
4538,horse
4539,horse
4540,ship
4541,truck
4542,bird
4543,bird
4544,car
4545,horse
4546,cat
4547,plane
4548,deer
4549,plane
4550,car
4551,deer
4552,dog
4553,dog
4554,deer
4555,deer
4556,dog
4557,ship
4558,plane
4559,plane
4560,bird
4561,car
4562,dog
4563,dog
4564,horse
4565,deer
4566,bird
4567,ship
4568,deer
4569,ship
4570,truck
4571,truck
4572,deer
4573,bird
4574,deer
4575,deer
4576,frog
4577,deer
4578,frog
4579,deer
4580,frog
4581,frog
4582,bird
4583,ship
4584,horse
4585,deer
4586,ship
4587,plane
4588,dog
4589,truck
4590,dog
4591,bird
4592,plane
4593,horse
4594,dog
4595,car
4596,truck
4597,horse
4598,truck
4599,car
4600,frog
4601,deer
4602,bird
4603,car
4604,frog
4605,deer
4606,bird
4607,horse
4608,car
4609,deer
4610,ship
4611,horse
4612,car
4613,horse
4614,car
4615,deer
4616,deer
4617,horse
4618,dog
4619,frog
4620,truck
4621,dog
4622,ship
4623,bird
4624,dog
4625,dog
4626,deer
4627,dog
4628,deer
4629,dog
4630,horse
4631,bird
4632,dog
4633,plane
4634,car
4635,dog
4636,horse
4637,ship
4638,cat
4639,frog
4640,plane
4641,bird
4642,dog
4643,bird
4644,bird
4645,horse
4646,deer
4647,bird
4648,car
4649,frog
4650,ship
4651,frog
4652,ship
4653,cat
4654,bird
4655,horse
4656,dog
4657,truck
4658,horse
4659,car
4660,deer
4661,deer
4662,dog
4663,frog
4664,car
4665,horse
4666,dog
4667,plane
4668,plane
4669,frog
4670,bird
4671,ship
4672,frog
4673,frog
4674,plane
4675,cat
4676,deer
4677,horse
4678,deer
4679,ship
4680,deer
4681,car
4682,truck
4683,dog
4684,deer
4685,car
4686,deer
4687,plane
4688,cat
4689,horse
4690,car
4691,bird
4692,bird
4693,plane
4694,deer
4695,horse
4696,ship
4697,dog
4698,cat
4699,frog
4700,bird
4701,frog
4702,plane
4703,frog
4704,deer
4705,truck
4706,dog
4707,bird
4708,horse
4709,cat
4710,truck
4711,cat
4712,truck
4713,deer
4714,car
4715,frog
4716,car
4717,plane
4718,deer
4719,dog
4720,truck
4721,plane
4722,car
4723,cat
4724,truck
4725,dog
4726,truck
4727,plane
4728,truck
4729,horse
4730,bird
4731,dog
4732,deer
4733,bird
4734,frog
4735,deer
4736,ship
4737,car
4738,truck
4739,dog
4740,frog
4741,horse
4742,car
4743,ship
4744,frog
4745,plane
4746,horse
4747,frog
4748,dog
4749,car
4750,bird
4751,bird
4752,frog
4753,car
4754,bird
4755,plane
4756,car
4757,frog
4758,deer
4759,truck
4760,plane
4761,bird
4762,truck
4763,car
4764,plane
4765,bird
4766,dog
4767,car
4768,frog
4769,truck
4770,ship
4771,dog
4772,plane
4773,frog
4774,car
4775,frog
4776,bird
4777,deer
4778,dog
4779,frog
4780,car
4781,plane
4782,horse
4783,bird
4784,deer
4785,plane
4786,cat
4787,bird
4788,ship
4789,frog
4790,truck
4791,car
4792,truck
4793,deer
4794,frog
4795,bird
4796,dog
4797,truck
4798,dog
4799,deer
4800,car
4801,truck
4802,bird
4803,plane
4804,horse
4805,cat
4806,dog
4807,car
4808,ship
4809,dog
4810,plane
4811,dog
4812,plane
4813,ship
4814,ship
4815,cat
4816,truck
4817,frog
4818,plane
4819,cat
4820,dog
4821,dog
4822,deer
4823,car
4824,cat
4825,plane
4826,horse
4827,cat
4828,truck
4829,bird
4830,dog
4831,cat
4832,car
4833,bird
4834,frog
4835,deer
4836,truck
4837,truck
4838,horse
4839,car
4840,horse
4841,plane
4842,car
4843,bird
4844,car
4845,dog
4846,cat
4847,bird
4848,dog
4849,car
4850,dog
4851,car
4852,truck
4853,truck
4854,horse
4855,plane
4856,car
4857,horse
4858,frog
4859,bird
4860,frog
4861,dog
4862,truck
4863,cat
4864,car
4865,dog
4866,truck
4867,truck
4868,car
4869,bird
4870,ship
4871,ship
4872,horse
4873,truck
4874,bird
4875,truck
4876,car
4877,frog
4878,frog
4879,horse
4880,frog
4881,horse
4882,ship
4883,frog
4884,bird
4885,deer
4886,bird
4887,cat
4888,dog
4889,dog
4890,deer
4891,car
4892,frog
4893,deer
4894,car
4895,frog
4896,car
4897,horse
4898,car
4899,frog
4900,bird
4901,cat
4902,plane
4903,deer
4904,bird
4905,truck
4906,horse
4907,bird
4908,dog
4909,frog
4910,plane
4911,ship
4912,ship
4913,car
4914,car
4915,cat
